,LOCATION,ID,CZ,Heating,Cooling,Country,File_name,Total Energy
215,RED BLUFF MUNICIPAL ARPT,725910,3B,16112.02,15286.56,USA,USA_CA_Red.Bluff.Muni.AP.725910_TMY,31398.58
216,REDDING MUNICIPAL ARPT,725920,3B,12717.05,14428.97,USA,USA_CA_Redding.Muni.AP.725920_TMY3,27146.02
217,RIVERSIDE MUNI,722869,3B,5681.61,13087.6,USA,USA_CA_Riverside.Muni.AP.722869_TMY3,18769.21
218,SACRAMENTO EXECUTIVE ARPT,724830,3B,11574.32,11010.41,USA,USA_CA_Sacramento.Exec.AP.724830_TMY3,22584.73
219,SACRAMENTO EXECUTIVE ARPT,724830,3B,12312.73,11214.06,CZ12RV2.htm,CZ12RV2,23526.79
220,SACRAMENTO EXECUTIVE ARPT,724830,3B,12253.91,11177.26,USA,USA_CA_Sacramento.Exec.AP.724830_TMY,23431.17
221,SACRAMENTO METROPOLITAN AP,724839,3B,12319.83,12689.25,USA,USA_CA_Sacramento.Metro.AP.724839_TMY3,25009.08
222,SALINAS MUNICIPAL AP,724917,3C,9282.66,3945.93,USA,USA_CA_Salinas.Muni.AP.724917_TMY3,13228.59
223,SAN DIEGO LINDBERGH FIELD,722900,3B,2037.98,9055.75,USA,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3,11093.73
224,SAN DIEGO LINDBERGH FIELD,722900,3B,2241.12,8744.08,USA,USA_CA_San.Diego.722900_TMY2,10985.2
225,SAN DIEGO LINDBERGH FIELD,722900,3B,2305.37,7838.68,USA,USA_CA_San.Diego-Lindbergh.Field.722900_TMY,10144.05
226,SAN DIEGO LINDBERGH FIELD,722900,3B,3257.22,8524.37,CZ07RV2.htm,CZ07RV2,11781.59
227,SAN DIEGO MIRAMAR NAS,722930,3B,4728.58,9745.53,USA,USA_CA_San.Diego-Miramar.NAS.722930_TMY3,14474.11
228,SAN DIEGO NORTH ISLAND NAS,722906,3B,2346.51,7661.5,USA,USA_CA_San.Diego-North.Island.NAS.722906_TMY3,10008.01
229,SAN DIEGO/BROWN FLD,722904,3B,3906.55,7830.68,USA,USA_CA_Chula.Vista-Brown.Field.Muni.AP.722904_TMY3,11737.23
230,SAN DIEGO/MONTGOMER,722903,3B,3585.64,8495.12,USA,USA_CA_San.Diego-Montgomery.Field.722903_TMY3,12080.76
231,SAN FRANCISCO INTL AP,724940,3C,10225.66,3040.64,USA,USA_CA_San.Francisco.724940_TMY2,13266.3
232,SAN FRANCISCO INTL AP,724940,3C,7318.84,3223.38,USA,USA_CA_San.Francisco.Intl.AP.724940_TMY3,10542.22
233,SAN FRANCISCO INTL AP,724940,3C,10341.96,3105.02,USA,USA_CA_San.Francisco.Intl.AP.724940_TMY,13446.98
234,SAN JOSE INTL AP,724945,3C,9524.86,8742.02,CZ04RV2.htm,CZ04RV2,18266.88
235,SAN JOSE INTL AP,724945,3C,8013.53,6913.08,USA,USA_CA_San.Jose.Intl.AP.724945_TMY3,14926.61
236,SAN LUIS CO RGNL,722897,3C,8707.2,5556.91,USA,USA_CA_San.Luis.Obispo.AP.722897_TMY3,14264.11
237,SANDBERG,723830,3B,15432.21,8208.87,USA,USA_CA_Sandberg.723830_TMY3,23641.08
238,SANTA BARBARA MUNICIPAL AP,723925,3C,6915.84,6088.8,USA,USA_CA_Santa.Barbara.Muni.AP.723925_TMY3,13004.64
239,SANTA MARIA PUBLIC ARPT,723940,3C,10159.42,4570.7,USA,USA_CA_Santa.Maria.Public.AP.723940_TMY3,14730.12
240,SANTA MARIA PUBLIC ARPT,723940,3C,12405.66,3923.39,USA,USA_CA_Santa.Maria.723940_TMY2,16329.05
241,SANTA MARIA PUBLIC ARPT,723940,3C,8090.91,5361.14,CZ05RV2.htm,CZ05RV2,13452.05
242,SANTA MARIA PUBLIC ARPT,723940,3C,10312.7,3923.29,USA,USA_CA_Santa.Maria.Public.AP.723940_TMY,14235.99
243,SANTA ROSA (AWOS),724957,3C,11826.61,7254.74,USA,USA_CA_Santa.Rosa.AWOS.724957_TMY3,19081.35
244,STOCKTON METROPOLITAN ARPT,724920,3B,11792.11,12693.95,USA,USA_CA_Stockton.Metro.AP.724920_TMY3,24486.06
245,TRAVIS AFB/FAIRFLD,745160,3B,12705.86,10308.28,USA,USA_CA_Fairfield-Travis.AFB.745160_TMY3,23014.14
246,TRUCKEE-TAHOE,725846,5B,53989.41,4676.86,USA,USA_CA_Truckee.Tahoe.AP.725846_TMY3,58666.27
247,UKIAH MUNICIPAL AP,725905,3C,14976.56,10191.51,USA,USA_CA_Ukiah.Muni.AP.725905_TMY3,25168.07
248,VISALIA MUNI (AWOS),723896,3B,15822.81,15326.13,USA,USA_CA_Visalia.Muni.AWOS.723896_TMY3,31148.94
249,AKRON WASHINGTON CO AP,724698,5B,45504.23,8002.53,USA,USA_CO_Akron-Washington.County.AP.724698_TMY3,53506.76
250,ALAMOSA SAN LUIS VALLEY RGNL,724620,6B,70061.54,3854.38,USA,USA_CO_Alamosa.724620_TMY2,73915.92
251,ALAMOSA SAN LUIS VALLEY RGNL,724620,6B,68117.37,4450.24,USA,USA_CO_Alamosa.Muni.AP.724620_TMY3,72567.61
252,ASPEN PITKIN CO SAR,724676,7,58328.87,3739.7,USA,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3,62068.57
253,BUCKLEY ANGB/DENVER,724695,5B,45004.14,7582.71,USA,USA_CO_Aurora-Buckley.Field.ANGB.724695_TMY3,52586.85
254,COLORADO SPRINGS MUNI AP,724660,5B,39038.76,6260.36,USA,USA_CO_Colorado.Springs-Peterson.Field.724660_TMY,45299.12
255,COLORADO SPRINGS MUNI AP,724660,5B,46086.68,5326.67,USA,USA_CO_Colorado.Springs.724660_TMY2,51413.35
256,COLORADO SPRINGS MUNI AP,724660,5B,41545.47,6325.2,USA,USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3,47870.67
257,CORTEZ/MONTEZUMA CO,724767,5B,39924.25,8346.14,USA,USA_CO_Cortez-Montezuma.County.AP.724767_TMY3,48270.39
258,CRAIG-MOFFAT,725700,6B,73806.6,5033.53,USA,USA_CO_Craig.Moffat.AP.725700_TMY3,78840.13
259,DENVER INTL AP,725650,5B,37745.27,8527.29,USA,USA_CO_Denver.Intl.AP.725650_TMY3,46272.56
260,DENVER STAPLETON INT'L ARPT,724690,5B,42190.6,7077.52,USA,USA_CO_Denver-Stapleton.724690_TMY,49268.12
261,DENVER/CENTENNIAL,724666,5B,40513.11,6450.39,USA,USA_CO_Golden-NREL.724666_TMY3,46963.5
262,DURANGO/LA PLATA CO,724625,5B,49588.61,6268.23,USA,USA_CO_Durango-La.Plata.County.AP.724625_TMY3,55856.84
263,EAGLE COUNTY AP,724675,6B,61287.23,4616.3,USA,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3,65903.53
264,EAGLE COUNTY AP,724675,6B,62604.06,5144.6,USA,USA_CO_Eagle.County.Rgnl.AP.724675_TMY,67748.66
265,EAGLE COUNTY AP,724675,6B,65130.87,4376.05,USA,USA_CO_Eagle.724675_TMY2,69506.92
266,FORT COLLINS (AWOS),724769,5B,54078.52,6179.19,USA,USA_CO_Fort.Collins.AWOS.724769_TMY3,60257.71
267,GRAND JUNCTION WALKER FIELD,724760,5B,33246.66,10386.81,USA,USA_CO_Grand.Junction-Walker.Field.724760_TMY3,43633.47
268,GRAND JUNCTION WALKER FIELD,724760,5B,39689.39,9346.73,USA,USA_CO_Grand.Junction.724760_TMY2,49036.12
269,GRAND JUNCTION WALKER FIELD,724760,5B,38281.19,10146.71,USA,USA_CO_Grand.Junction-Walker.Field.724760_TMY,48427.9
270,GREELEY/WELD (AWOS),724768,5B,52543.52,6707.15,USA,USA_CO_Greeley-Weld.County.AWOS.724768_TMY3,59250.67
271,GUNNISON CO. (AWOS),724677,7,72703.87,3558.57,USA,USA_CO_Gunnison.County.AWOS.724677_TMY3,76262.44
272,HAYDEN/YAMPA (AWOS),725715,7,62647.83,4260.8,USA,USA_CO_Hayden-Yampa.AWOS.725715_TMY3,66908.63
273,LA JUNTA MUNICIPAL AP,724635,4B,36753.73,11533.14,USA,USA_CO_La.Junta.Muni.AP.724635_TMY3,48286.87
274,LAMAR MUNICIPAL,724636,4B,42584.67,11889.4,USA,USA_CO_Lamar.Muni.AP.724636_TMY3,54474.07
275,LIMON,724665,5B,51001.08,6120.98,USA,USA_CO_Limon.Muni.AP.724665_TMY3,57122.06
276,MONTROSE CO. ARPT,724765,5B,41254.19,7905.28,USA,USA_CO_Montrose.County.AP.724765_TMY3,49159.47
277,PUEBLO MEMORIAL AP,724640,5B,38362.13,9531.8,USA,USA_CO_Pueblo.Mem.AP.724640_TMY,47893.93
278,PUEBLO MEMORIAL AP,724640,5B,37738.34,9447.99,USA,USA_CO_Pueblo.724640_TMY2,47186.33
279,PUEBLO MEMORIAL AP,724640,5B,37629.89,9888.16,USA,USA_CO_Pueblo.Mem.AP.724640_TMY3,47518.05
280,RIFLE/GARFIELD RGNL,725717,5B,42641.58,8165.88,USA,USA_CO_Rifle-Garfield.County.Rgnl.AP.725717_TMY3,50807.46
281,TRINIDAD LAS ANIMAS COUNTY AP,724645,4B,35449.9,8141.66,USA,USA_CO_Trinidad-Las.Animas.County.AP.724645_TMY3,43591.56
282,BRIDGEPORT SIKORSKY MEMORIAL,725040,5A,37806.78,6532.69,USA,USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3,44339.47
283,BRIDGEPORT SIKORSKY MEMORIAL,725040,5A,39388.45,6571.64,USA,USA_CT_Bridgeport.725040_TMY2,45960.09
284,HARTFORD BRADLEY INTL AP,725080,5A,51534.3,6162.61,USA,USA_CT_Hartford-Bradley.Intl.AP.725080_TMY,57696.91
285,HARTFORD BRADLEY INTL AP,725080,5A,42211.09,7378.83,USA,USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3,49589.92
286,HARTFORD BRAINARD FD,725087,5A,49522.01,7510.23,USA,USA_CT_Hartford.725087_TMY2,57032.24
287,HARTFORD BRAINARD FD,725087,5A,40077.04,6382.48,USA,USA_CT_Hartford-Brainard.Field.725087_TMY3,46459.52
288,OXFORD (AWOS),725029,5A,46985.51,6377.93,USA,USA_CT_Oxford.AWOS.725029_TMY3,53363.44
289,DOVER AFB,724088,4A,34862.28,9357.53,USA,USA_DE_Dover.AFB.724088_TMY3,44219.81
290,WILMINGTON NEW CASTLE CNTY AP,724089,4A,34949.64,9859.47,USA,USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3,44809.11
291,WILMINGTON NEW CASTLE CNTY AP,724089,4A,34340.36,9468.6,USA,USA_DE_Wilmington.724089_TMY2,43808.96
292,WILMINGTON NEW CASTLE CNTY AP,724089,4A,35814.62,8656.78,USA,USA_DE_Wilmington-New.Castle.County.AP.724089_TMY,44471.4
293,WASHINGTON DC REAGAN AP,724050,4A,25974,12567.99,USA,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3,38541.99
294,APALACHICOLA MUNI AP,722200,2A,5273.97,21862.91,USA,USA_FL_Apalachicola.722200_TMY,27136.88
295,CRESTVIEW BOB SIKES AP,722215,2A,8104.47,18568.5,USA,USA_FL_Crestview-Bob.Sikes.AP.722215_TMY3,26672.97
296,DAYTONA BEACH INTL AP,722056,2A,3002.36,21214.87,USA,USA_FL_Daytona.Beach.722056_TMY2,24217.23
297,DAYTONA BEACH INTL AP,722056,2A,2986.06,19542.78,USA,USA_FL_Daytona.Beach.Intl.AP.722056_TMY,22528.84
298,DAYTONA BEACH INTL AP,722056,2A,2682.9,22567.51,USA,USA_FL_Daytona.Beach.Intl.AP.722056_TMY3,25250.41
299,EGLIN AFB/VALPARAIS,722210,2A,10077.4,19247.37,USA,USA_FL_Valparaiso-Elgin.AFB.722210_TMY3,29324.77
300,FORT LAUDERDALE HOLLYWOOD INT,722025,1A,355.82,33315.92,USA,USA_FL_Fort.Lauderdale.Intl.AP.722025_TMY3,33671.74
301,FORT MYERS PAGE FIELD,722106,2A,769.49,30122.32,USA,USA_FL_Fort.Myers-Page.Field.722106_TMY3,30891.81
302,GAINESVILLE REGIONAL AP,722146,2A,5583.39,20897.89,USA,USA_FL_Gainesville.Rgnl.AP.722146_TMY3,26481.28
303,HOMESTEAD AFB,722026,1A,1077.45,31815.84,USA,USA_FL_Homestead.AFB.722026_TMY3,32893.29
304,HURLBURT FIELD (AF),747770,2A,9579.67,21054.73,USA,USA_FL_Fort.Walton.Beach-Hurlburt.Field.747770_TMY3,30634.4
305,JACKSONVILLE INTL ARPT,722060,2A,5750.91,20696.43,USA,USA_FL_Jacksonville.Intl.AP.722060_TMY3,26447.34
306,JACKSONVILLE INTL ARPT,722060,2A,6329.33,20452.67,USA,USA_FL_Jacksonville.722060_TMY2,26782
307,JACKSONVILLE INTL ARPT,722060,2A,6100.04,19558.55,USA,USA_FL_Jacksonville.Intl.AP.722060_TMY,25658.59
308,JACKSONVILLE NAS,722065,2A,4012.78,23293.05,USA,USA_FL_Jacksonville.NAS.722065_TMY3,27305.83
309,JACKSONVILLE/CRAIG,722068,2A,3721.55,19782.8,USA,USA_FL_Jacksonville-Craig.Field.722068_TMY3,23504.35
310,KEY WEST INTL ARPT,722010,1A,68.64,35260.95,USA,USA_FL_Key.West.722010_TMY2,35329.59
311,KEY WEST INTL ARPT,722010,1A,55.32,36543.41,USA,USA_FL_Key.West.Intl.AP.722010_TMY3,36598.73
312,KEY WEST NAS,722015,1A,16,36416.8,USA,USA_FL_Key.West.NAS.722015_TMY3,36432.8
313,MACDILL AFB/TAMPA,747880,2A,3089.89,27077.98,USA,USA_FL_MacDill.AFB.747880_TMY3,30167.87
314,MARATHON AIRPORT,722016,1A,197.46,40853.97,USA,USA_FL_Marathon.AP.722016_TMY3,41051.43
315,MAYPORT NS,722066,2A,2792.53,21651.51,USA,USA_FL_Mayport.NS.722066_TMY3,24444.04
316,MELBOURNE REGIONAL AP,722040,2A,1134.1,24978.79,USA,USA_FL_Melbourne.Rgnl.AP.722040_TMY3,26112.89
317,MIAMI INTL AP,722020,1A,591.25,28654.49,USA,USA_FL_Miami.Intl.AP.722020_TMY,29245.74
318,MIAMI INTL AP,722020,1A,346.3,31192.56,USA,USA_FL_Miami.Intl.AP.722020_TMY3,31538.86
319,MIAMI INTL AP,722020,1A,350.87,29213.6,USA,USA_FL_Miami.722020_TMY2,29564.47
320,MIAMI/KENDALL-TAMIA,722029,1A,663.4,26507.04,USA,USA_FL_Miami-Kendall-Tamiami.Executive.AP.722029_TMY3,27170.44
321,NAPLES MUNICIPAL,722038,2A,837.39,26692.32,USA,USA_FL_Naples.Muni.AP.722038_TMY3,27529.71
322,NASA SHUTTLE FCLTY,747946,2A,2753.79,23916.94,USA,USA_FL_NASA.Shuttle.Landing.Facility.747946_TMY3,26670.73
323,OCALA MUNI (AWOS),722055,2A,5828.98,21890.99,USA,USA_FL_Ocala.Muni.AWOS.722055_TMY3,27719.97
324,ORLANDO EXECUTIVE AP,722053,2A,1986.2,23069.23,USA,USA_FL_Orlando.Executive.AP.722053_TMY,25055.43
325,ORLANDO EXECUTIVE AP,722053,2A,2389.45,25819.97,USA,USA_FL_Orlando.Executive.AP.722053_TMY3,28209.42
326,ORLANDO INTL ARPT,722050,2A,1912.32,23575.96,USA,USA_FL_Orlando.Intl.AP.722050_TMY3,25488.28
327,ORLANDO SANFORD AIRPORT,722057,2A,2439.94,23773.86,USA,USA_FL_Orlando-Sanford.AP.722057_TMY3,26213.8
328,PANAMA CITY BAY CO,722245,2A,5376.76,23173.28,USA,USA_FL_Panama.City-Bay.County.AP.722245_TMY3,28550.04
329,PENSACOLA FOREST SHERMAN NAS,722225,2A,6354.43,22230.44,USA,USA_FL_Pensacola-Forest.Sherman.NAS.722225_TMY3,28584.87
330,PENSACOLA REGIONAL AP,722223,2A,4389.55,21115.67,USA,USA_FL_Pensacola.Rgnl.AP.722223_TMY3,25505.22
331,SARASOTA BRADENTON,722115,2A,1949.84,25865.12,USA,USA_FL_Sarasota-Bradenton.Intl.AP.722115_TMY3,27814.96
332,SOUTHWEST FLORIDA I,722108,2A,1062.33,26194.05,USA,USA_FL_Southwest.Florida.Intl.AP.722108_TMY3,27256.38
333,ST PETERSBURG CLEAR,722116,2A,2605.91,27145.31,USA,USA_FL_St.Petersburg-Clearwater.Intl.AP.722116_TMY3,29751.22
334,TALLAHASSEE REGIONAL AP,722140,2A,7288.36,19769.37,USA,USA_FL_Tallahassee.Rgnl.AP.722140_TMY3,27057.73
335,TALLAHASSEE REGIONAL AP,722140,2A,8250.05,18866.46,USA,USA_FL_Tallahassee.Rgnl.AP.722140_TMY,27116.51
336,TALLAHASSEE REGIONAL AP,722140,2A,8517.15,19254.15,USA,USA_FL_Tallahassee.722140_TMY2,27771.3
337,TAMPA INTERNATIONAL AP,722110,2A,2264.1,26596.47,USA,USA_FL_Tampa.Intl.AP.722110_TMY3,28860.57
338,TAMPA INTERNATIONAL AP,722110,2A,2762.26,24122.19,USA,USA_FL_Tampa.722110_TMY2,26884.45
339,TAMPA INTERNATIONAL AP,722110,2A,2202.56,22574.02,USA,USA_FL_Tampa.Intl.AP.722110_TMY,24776.58
340,TYNDALL AFB,747750,2A,8588.52,18773.6,USA,USA_FL_Tyndall.AFB.747750_TMY3,27362.12
341,VERO BEACH MUNICIPAL ARPT,722045,2A,957.21,25914.04,USA,USA_FL_Vero.Beach.Muni.AP.722045_TMY3,26871.25
342,WEST PALM BEACH INTL ARPT,722030,1A,796.65,27080.55,USA,USA_FL_West.Palm.Beach.722030_TMY2,27877.2
343,WEST PALM BEACH INTL ARPT,722030,1A,1038.2,28432.63,USA,USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3,29470.83
344,WEST PALM BEACH INTL ARPT,722030,1A,500.43,26911.53,USA,USA_FL_West.Palm.Beach.Intl.AP.722030_TMY,27411.96
345,WHITING FIELD NAAS,722226,2A,8404.13,19122.08,USA,USA_FL_Whiting.Field.NAS.722226_TMY3,27526.21
346,ALBANY DOUGHERTY COUNTY AP,722160,2A,8240.94,18692.33,USA,USA_GA_Albany-Dougherty.County.AP.722160_TMY3,26933.27
347,ATHENS BEN EPPS AP,723110,3A,14827.02,14071.72,USA,USA_GA_Athens.723110_TMY2,28898.74
348,ATHENS BEN EPPS AP,723110,3A,14000.16,14544.01,USA,USA_GA_Athens-Ben.Epps.AP.723110_TMY3,28544.17
349,ATLANTA HARTSFIELD INTL AP,722190,3A,14809.35,15254.31,USA,USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3,30063.66
350,ATLANTA HARTSFIELD INTL AP,722190,3A,17024.99,12720.6,USA,USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY,29745.59
351,ATLANTA HARTSFIELD INTL AP,722190,3A,17314.82,13187.12,USA,USA_GA_Atlanta.722190_TMY2,30501.94
352,AUGUSTA BUSH FIELD,722180,3A,13231.64,16904.81,USA,USA_GA_Augusta-Bush-Field.722180_TMY3,30136.45
353,AUGUSTA BUSH FIELD,722180,3A,14652.53,15026.86,USA,USA_GA_Augusta-Bush-Field.722180_TMY,29679.39
354,AUGUSTA BUSH FIELD,722180,3A,16560.88,14927.95,USA,USA_GA_Augusta.722180_TMY2,31488.83
355,BRUNSWICK MALCOLM MCKINNON AP,722137,2A,4163.87,20214.27,USA,USA_GA_Brunswick-Malcolm.McKinnon.AP.722137_TMY3,24378.14
356,COLUMBUS METROPOLITAN ARPT,722255,3A,11662.21,17561.44,USA,USA_GA_Columbus.722255_TMY2,29223.65
357,COLUMBUS METROPOLITAN ARPT,722255,3A,10507.35,19656.99,USA,USA_GA_Columbus.Metro.AP.722255_TMY3,30164.34
358,DEKALB PEACHTREE,722196,3A,20032.61,13837.23,USA,USA_GA_Dekalb.Peachtree.AP.722196_TMY3,33869.84
359,DOBBINS AFB/MARIETT,722270,3A,23491.18,12423.78,USA,USA_GA_Marietta-Dobbins.AFB.722270_TMY3,35914.96
360,FORT BENNING,722250,3A,18593.85,15825.24,USA,USA_GA_Fort.Benning-Lawson.Field.722250_TMY3,34419.09
361,FULTON CO ARPT BROW,722195,3A,15643.66,13225.45,USA,USA_GA_Fulton.County.AP.722195_TMY3,28869.11
362,HUNTER AAF,747804,2A,11643.91,19133.88,USA,USA_GA_Savannah-Hunter.AAF.747804_TMY3,30777.79
363,MACON MIDDLE GA REGIONAL AP,722170,3A,12466.25,16175.89,USA,USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY,28642.14
364,MACON MIDDLE GA REGIONAL AP,722170,3A,12815.1,16488.58,USA,USA_GA_Macon.722170_TMY2,29303.68
365,MACON MIDDLE GA REGIONAL AP,722170,3A,12086.55,18370.84,USA,USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3,30457.39
366,MOODY AFB/VALDOSTA,747810,2A,9897.78,18581.64,USA,USA_GA_Valdosta-Moody.AFB.747810_TMY3,28479.42
367,ROME R B RUSSELL AP,723200,3A,17955.07,15112.84,USA,USA_GA_Rome-Richard.B.Russell.AP.723200_TMY3,33067.91
368,SAVANNAH INTL AP,722070,2A,10101.54,18160.85,USA,USA_GA_Savannah.722070_TMY2,28262.39
369,SAVANNAH INTL AP,722070,2A,8549.88,19627.36,USA,USA_GA_Savannah.Intl.AP.722070_TMY3,28177.24
370,SAVANNAH INTL AP,722070,2A,10006.5,16496.9,USA,USA_GA_Savannah.Intl.AP.722070_TMY,26503.4
371,VALDOSTA WB AIRPORT,722166,2A,6815.33,22743.06,USA,USA_GA_Valdosta.Rgnl.AP.722166_TMY3,29558.39
372,WARNER ROBINS AFB,722175,3A,18083.82,17280.93,USA,USA_GA_Warner.Robins.AFB.722175_TMY3,35364.75
373,BARBERS POINT NAS,911780,1A,121.79,29960.88,USA,USA_HI_Barbers.Point.NAS.911780_TMY3,30082.67
374,BARBERS POINT NAS,911780,1A,12.59,26760.74,USA,USA_HI_Barbers.Point.NAS.911780_TMY,26773.33
375,HILO INTERNATIONAL AP,912850,1A,0.1,22027.17,USA,USA_HI_Hilo.912850_TMY2,22027.27
376,HILO INTERNATIONAL AP,912850,1A,0.32,20048.38,USA,USA_HI_Hilo.Intl.AP.912850_TMY,20048.7
377,HILO INTERNATIONAL AP,912850,1A,0.06,23763.79,USA,USA_HI_Hilo.Intl.AP.912850_TMY3,23763.85
378,HONOLULU INTL ARPT,911820,1A,2.93,27398.53,USA,USA_HI_Honolulu.911820_TMY2,27401.46
379,HONOLULU INTL ARPT,911820,1A,1.3,25828.66,USA,USA_HI_Honolulu.Intl.AP.911820_TMY,25829.96
380,HONOLULU INTL ARPT,911820,1A,1.61,29755.11,USA,USA_HI_Honolulu.Intl.AP.911820_TMY3,29756.72
381,KAHULUI AIRPORT,911900,1A,0,26647.42,USA,USA_HI_Kahului.AP.911900_TMY3,26647.42
382,KAHULUI AIRPORT,911900,1A,14.01,25657.09,USA,USA_HI_Kahului.911900_TMY2,25671.1
383,KANEOHE BAY MCAS,911760,1A,0.02,30258.16,USA,USA_HI_Kailua-Kaneohe.Bay.MCAS.911760_TMY3,30258.18
384,KONA INTL AT KEAHOL,911975,1A,0,30457.12,USA,USA_HI_Keahole-Kona.Intl.AP.911975_TMY3,30457.12
385,LIHUE AIRPORT,911650,1A,1.63,25379.9,USA,USA_HI_Lihue.AP.911650_TMY,25381.53
386,LIHUE AIRPORT,911650,1A,1.9,28202.11,USA,USA_HI_Lihue.AP.911650_TMY3,28204.01
387,LIHUE AIRPORT,911650,1A,1.89,26429.82,USA,USA_HI_Lihue.911650_TMY2,26431.71
388,MOLOKAI (AMOS),911860,1A,414.49,24626,USA,USA_HI_Molokai.AWOS.911860_TMY3,25040.49
389,BOISE AIR TERMINAL,726810,5B,34127.69,7730.45,USA,USA_ID_Boise.Air.Terminal.726810_TMY3,41858.14
390,BOISE AIR TERMINAL,726810,5B,40605.47,7157.69,USA,USA_ID_Boise.726810_TMY2,47763.16
391,BOISE AIR TERMINAL,726810,5B,35829.81,7983.27,USA,USA_ID_Boise.Air.Terminal.726810_TMY,43813.08
392,BURLEY MUNICIPAL ARPT,725867,5B,41562.98,7633.49,USA,USA_ID_Burley.Muni.AP.725867_TMY3,49196.47
393,CALDWELL (AWOS),726813,5B,38381.52,8298.75,USA,USA_ID_Caldwell.AWOS.726813_TMY3,46680.27
394,COEUR D`ALENE(AWOS),727834,5B,49648.39,5203.32,USA,USA_ID_Coeur.dAlene.AWOS.727834_TMY3,54851.71
395,IDAHO FALLS FANNING FIELD,725785,6B,62890.69,5459.86,USA,USA_ID_Idaho.Falls-Fanning.Field.725785_TMY3,68350.55
396,JOSLIN FLD MAGIC VA,725866,5B,40897.71,7544.67,USA,USA_ID_Twin.Falls-Magic.Valley.Rgnl.AP-Joslin.Field.725866_TMY3,48442.38
397,LEWISTON NEZ PERCE CNTY AP,727830,5B,33254.84,8279.25,USA,USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3,41534.09
398,LEWISTON NEZ PERCE CNTY AP,727830,5B,35523.93,7136.74,USA,USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY,42660.67
399,MOUNTAIN HOME AFB,726815,5B,44275.74,8443.97,USA,USA_ID_Mountain.Home.AFB.726815_TMY3,52719.71
400,POCATELLO REGIONAL AP,725780,5B,51732.01,6940.83,USA,USA_ID_Pocatello.Muni.AP.725780_TMY,58672.84
401,POCATELLO REGIONAL AP,725780,5B,54409.36,5297.81,USA,USA_ID_Pocatello.725780_TMY2,59707.17
402,POCATELLO REGIONAL AP,725780,5B,53709.67,6250.22,USA,USA_ID_Pocatello.Muni.AP.725780_TMY3,59959.89
403,SALMON/LEMHI (AWOS),726865,6B,52279.46,5860.14,USA,USA_ID_Salmon-Lemhi.AWOS.726865_TMY3,58139.6
404,AURORA MUNICIPAL,744655,5A,62450.27,7799.36,USA,USA_IL_Aurora.Muni.AP.744655_TMY3,70249.63
405,CAHOKIA/ST. LOUIS,725314,4A,32610.77,12445.66,USA,USA_IL_Cahokia.AP.725314_TMY3,45056.43
406,CHICAGO MIDWAY AP,725340,5A,50499.56,8101.73,USA,USA_IL_Chicago-Midway.AP.725340_TMY,58601.29
407,CHICAGO MIDWAY AP,725340,5A,46766.33,9368.74,USA,USA_IL_Chicago-Midway.AP.725340_TMY3,56135.07
408,CHICAGO OHARE INTL AP,725300,5A,52900.75,8054.6,USA,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,60955.35
409,CHICAGO OHARE INTL AP,725300,5A,52432.67,7251.14,USA,USA_IL_Chicago-OHare.725300_TMY2,59683.81
410,DECATUR,725316,5A,42049.51,10633.77,USA,USA_IL_Decatur.AP.725316_TMY3,52683.28
411,MOLINE QUAD CITY INTL AP,725440,5A,53441.84,8407.83,USA,USA_IL_Moline.725440_TMY2,61849.67
412,MOLINE QUAD CITY INTL AP,725440,5A,52774.66,8218.44,USA,USA_IL_Moline-Quad.City.Intl.AP.725440_TMY,60993.1
413,MOLINE QUAD CITY INTL AP,725440,5A,52921.74,9271.47,USA,USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3,62193.21
414,MOUNT VERNON (AWOS),724335,4A,33925.43,12231.4,USA,USA_IL_Mount.Vernon.AWOS.724335_TMY3,46156.83
415,PEORIA GREATER PEORIA AP,725320,5A,54321.72,8564.28,USA,USA_IL_Peoria.725320_TMY2,62886
416,PEORIA GREATER PEORIA AP,725320,5A,53524.9,9177.91,USA,USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3,62702.81
417,QUINCY MUNI BALDWIN FLD,724396,5A,39880.39,9541.23,USA,USA_IL_Quincy.Muni.AP.724396_TMY3,49421.62
418,ROCKFORD GREATER ROCKFORD AP,725430,5A,60312.9,6672.09,USA,USA_IL_Rockford.725430_TMY2,66984.99
