,LOCATION,ID,CZ,Heating,Cooling,Country,File_name,Total Energy
824,MCGUIRE AFB,724096,4A,36682.27,9546.33,USA,USA_NJ_McGuire.AFB.724096_TMY3,46228.6
825,MCGUIRE AFB,724096,4A,37247.92,7968.09,USA,USA_NJ_McGuire.AFB.724096_TMY,45216.01
826,MILLVILLE MUNICIPAL AP,724075,4A,28810.35,9631.56,USA,USA_NJ_Millville.Muni.AP.724075_TMY3,38441.91
827,NEWARK INTERNATIONAL ARPT,725020,4A,34987.45,9698.03,USA,USA_NJ_Newark.Intl.AP.725020_TMY3,44685.48
828,NEWARK INTERNATIONAL ARPT,725020,4A,35274.89,8299.91,USA,USA_NJ_Newark.725020_TMY2,43574.8
829,NEWARK INTERNATIONAL ARPT,725020,4A,33328.43,7595.41,USA,USA_NJ_Newark.Intl.AP.725020_TMY,40923.84
830,TETERBORO AIRPORT,725025,5A,30786.2,6263.42,USA,USA_NJ_Teterboro.AP.725025_TMY3,37049.62
831,TRENTON MERCER COUNTY AP,724095,4A,35125.03,10231.14,USA,USA_NJ_Trenton-Mercer.County.AP.724095_TMY3,45356.17
832,ALBUQUERQUE INTL ARPT,723650,4B,24798.49,10872.8,USA,USA_NM_Albuquerque.723650_TMY2,35671.29
833,ALBUQUERQUE INTL ARPT,723650,4B,24447.87,11519.95,USA,USA_NM_Albuquerque.Intl.AP.723650_TMY,35967.82
834,ALBUQUERQUE INTL ARPT,723650,4B,21892.52,11208.4,USA,USA_NM_Albuquerque.Intl.AP.723650_TMY3,33100.92
835,CANNON AFB/CLOVIS,722686,4B,31447.64,12719.33,USA,USA_NM_Clovis-Cannon.AFB.722686_TMY3,44166.97
836,CARLSBAD CAVERN CITY AIR TERM,722687,3B,15652.73,17764.82,USA,USA_NM_Carlsbad.Cavern.City.Air.Terminal.722687_TMY3,33417.55
837,CLAYTON MUNICIPAL AIRPARK,723600,4B,30089.9,10446.55,USA,USA_NM_Clayton.Muni.AP.723600_TMY3,40536.45
838,CLAYTON MUNICIPAL AIRPARK,723600,4B,31946.73,8369.04,USA,USA_NM_Clayton.Muni.AP.723600_TMY,40315.77
839,CLOVIS MUNI (AWOS),722689,4B,29175.28,11784.22,USA,USA_NM_Clovis.Muni.AWOS.722689_TMY3,40959.5
840,FARMINGTON FOUR CORNERS REGL,723658,5B,33036.53,10239.84,USA,USA_NM_Farmington-Four.Corners.Rgnl.AP.723658_TMY3,43276.37
841,GALLUP SEN CLARKE FLD,723627,5B,40257.28,6958.12,USA,USA_NM_Gallup-Sen.Clarke.Field.723627_TMY3,47215.4
842,HOLLOMAN AFB,747320,3B,17261.45,14865.22,USA,USA_NM_Holloman.AFB.747320_TMY3,32126.67
843,ROSWELL INDUSTRIAL AIR PARK,722680,3B,14463.74,15773.1,USA,USA_NM_Roswell.Industrial.Air.Park.722680_TMY3,30236.84
844,ROSWELL INDUSTRIAL AIR PARK,722680,3B,19907.79,14286.63,USA,USA_NM_Roswell.Industrial.Air.Park.722680_TMY,34194.42
845,SIERRA BLANCA RGNL,722683,4B,20419.4,7585.84,USA,USA_NM_Ruidoso-Sierra.Blanca.Rgnl.AP.722683_TMY3,28005.24
846,TAOS MUNI APT(AWOS),723663,5B,46206.62,5501.88,USA,USA_NM_Taos.Muni.AP.723663_TMY3,51708.5
847,TRUTH OR CONSEQUENCES MUNI AP,722710,3B,18798.84,12788.59,USA,USA_NM_Truth.or.Consequences.Muni.AP.722710_TMY,31587.43
848,TRUTH OR CONSEQUENCES MUNI AP,722710,3B,14256.44,14302.15,USA,USA_NM_Truth.or.Consequences.Muni.AP.722710_TMY3,28558.59
849,ALBANY COUNTY AP,725180,5A,58061.21,6285.18,USA,USA_NY_Albany.725180_TMY2,64346.39
850,ALBANY COUNTY AP,725180,5A,57194.73,6656.01,USA,USA_NY_Albany.County.AP.725180_TMY,63850.74
851,ALBANY COUNTY AP,725180,5A,54535.1,6088.3,USA,USA_NY_Albany.County.AP.725180_TMY3,60623.4
852,BINGHAMTON EDWIN A LINK FIELD,725150,5A,66228.47,4324.81,USA,USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY,70553.28
853,BINGHAMTON EDWIN A LINK FIELD,725150,5A,61903.41,3982.98,USA,USA_NY_Binghamton.725150_TMY2,65886.39
854,BINGHAMTON EDWIN A LINK FIELD,725150,5A,54960.03,4704.34,USA,USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3,59664.37
855,BUFFALO NIAGARA INTL AP,725280,5A,55846.47,5129.94,USA,USA_NY_Buffalo.725280_TMY2,60976.41
856,BUFFALO NIAGARA INTL AP,725280,5A,53838.97,5005.13,USA,USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3,58844.1
857,BUFFALO NIAGARA INTL AP,725280,5A,57282.14,4775.69,USA,USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY,62057.83
858,ELMIRA CORNING REGIONAL AP,725156,5A,46198.5,4326.32,USA,USA_NY_Elmira.Rgnl.AP.725156_TMY3,50524.82
859,FORT DRUM/WHEELER-S,743700,6A,61823.91,4403.34,USA,USA_NY_Fort.Drum-Wheeler.Sack.AAF.743700_TMY3,66227.25
860,GLENS FALLS AP,725185,6A,61263.85,5517.33,USA,USA_NY_Glens.Falls-Bennett.Mem.AP.725185_TMY3,66781.18
861,ISLIP LONG ISL MACARTHUR AP,725035,4A,32839.01,8720.19,USA,USA_NY_Islip-Long.Island.MacArthur.AP.725035_TMY3,41559.2
862,JAMESTOWN (AWOS),725235,5A,55790.29,4095.21,USA,USA_NY_Jamestown.AWOS.725235_TMY3,59885.5
863,MASSENA AP,726223,6A,79652.88,4942.72,USA,USA_NY_Massena.726223_TMY2,84595.6
864,MASSENA AP,726223,6A,79757.94,4610.19,USA,USA_NY_Massena.AP.726223_TMY,84368.13
865,MASSENA AP,726223,6A,73689.34,5345.84,USA,USA_NY_Massena.AP.726223_TMY3,79035.18
866,MONTICELLO(AWOS),725145,6A,56150.92,5427.1,USA,USA_NY_Monticello.AWOS.725145_TMY3,61578.02
867,NEW YORK J F KENNEDY INT'L AR,744860,4A,33868.91,7928.84,USA,USA_NY_New.York.City-Central.Park.744860_TMY2,41797.75
868,NEW YORK J F KENNEDY INT'L AR,744860,4A,30951.83,9117.62,USA,USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3,40069.45
869,NEW YORK LAGUARDIA ARPT,725030,4A,32652.3,6836.92,USA,USA_NY_New.York-LaGuardia.AP.725030_TMY,39489.22
870,NEW YORK LAGUARDIA ARPT,725030,4A,27213.39,10116.57,USA,USA_NY_New.York-LaGuardia.AP.725030_TMY3,37329.96
871,NEWBURGH/STEWART,725038,5A,46057.18,6998.47,USA,USA_NY_Newburgh-Stewart.Intl.AP.725038_TMY3,53055.65
872,NIAGARA FALLS AF,725287,5A,51544.76,5805.64,USA,USA_NY_Niagara.Falls.Intl.AP.725287_TMY3,57350.4
873,POUGHKEEPSIE DUTCHESS CO AP,725036,5A,45153.52,6661.8,USA,USA_NY_Poughkeepsie-Dutchess.County.AP.725036_TMY3,51815.32
874,REPUBLIC,744864,4A,27882,7985.91,USA,USA_NY_Republic.AP.744864_TMY3,35867.91
875,ROCHESTER GREATER ROCHESTER I,725290,5A,56063.88,6376.55,USA,USA_NY_Rochester.725290_TMY2,62440.43
876,ROCHESTER GREATER ROCHESTER I,725290,5A,60342.02,5639.33,USA,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY,65981.35
877,ROCHESTER GREATER ROCHESTER I,725290,5A,53786.35,6826.94,USA,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3,60613.29
878,SYRACUSE HANCOCK INT'L ARPT,725190,5A,60165.52,5079.17,USA,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY,65244.69
879,SYRACUSE HANCOCK INT'L ARPT,725190,5A,56274.96,5678.97,USA,USA_NY_Syracuse.725190_TMY2,61953.93
880,SYRACUSE HANCOCK INT'L ARPT,725190,5A,52220.3,6256.28,USA,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3,58476.58
881,UTICA ONEIDA COUNTY AP,725197,6A,56038.19,5085.8,USA,USA_NY_Utica-Oneida.County.AP.725197_TMY3,61123.99
882,WATERTOWN AP,726227,6A,62154.01,4685.41,USA,USA_NY_Watertown.AP.726227_TMY3,66839.42
883,WHITE PLAINS WESTCHESTER CO A,725037,5A,39600.69,5914.04,USA,USA_NY_White.Plains-Westchester.County.AP.725037_TMY3,45514.73
884,ASHEVILLE REGIONAL ARPT,723150,4A,28442.84,7935.04,USA,USA_NC_Asheville.723150_TMY2,36377.88
885,ASHEVILLE REGIONAL ARPT,723150,4A,25187.92,7956.22,USA,USA_NC_Asheville.Rgnl.AP.723150_TMY,33144.14
886,ASHEVILLE REGIONAL ARPT,723150,4A,25652.37,8612.29,USA,USA_NC_Asheville.Rgnl.AP.723150_TMY3,34264.66
887,CAPE HATTERAS,723040,3A,11816.89,15272.81,USA,USA_NC_Cape.Hatteras.723040_TMY3,27089.7
888,CAPE HATTERAS,723040,3A,11122.94,13081.68,USA,USA_NC_Cape.Hatteras.723040_TMY2,24204.62
889,CAPE HATTERAS,723040,3A,12357.54,13726.48,USA,USA_NC_Cape.Hatteras.723040_TMY,26084.02
890,CHARLOTTE DOUGLAS INTL ARPT,723140,3A,19595.52,12047.83,USA,USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY,31643.35
891,CHARLOTTE DOUGLAS INTL ARPT,723140,3A,16042.58,14369.77,USA,USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3,30412.35
892,CHARLOTTE DOUGLAS INTL ARPT,723140,3A,19070.32,12709.75,USA,USA_NC_Charlotte.723140_TMY2,31780.07
893,CHERRY POINT MCAS,723090,3A,12583.56,14063.42,USA,USA_NC_Cherry.Point.MCAS.723090_TMY,26646.98
894,CHERRY POINT MCAS,723090,3A,19415.65,14422.17,USA,USA_NC_Cherry.Point.MCAS.723090_TMY3,33837.82
895,FAYETTEVILLE RGNL G,723035,3A,21761.99,13296.52,USA,USA_NC_Fayetteville.Muni.AP.723035_TMY3,35058.51
896,FORT BRAGG/SIMMONS,746930,3A,18685.14,15735.29,USA,USA_NC_Fort.Bragg-Simmons.AAF.746930_TMY3,34420.43
897,GREENSBORO PIEDMONT TRIAD INT,723170,3A,26091.57,11323.54,USA,USA_NC_Greensboro.723170_TMY2,37415.11
898,GREENSBORO PIEDMONT TRIAD INT,723170,3A,24580.97,12531.15,USA,USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3,37112.12
899,GREENSBORO PIEDMONT TRIAD INT,723170,3A,22440.19,11078.48,USA,USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY,33518.67
900,HICKORY REGIONAL AP,723145,3A,18340.68,12821.63,USA,USA_NC_Hickory.Rgnl.AP.723145_TMY3,31162.31
901,JACKSONVILLE (AWOS),723069,3A,22625.17,13405.03,USA,USA_NC_Jacksonville.AWOS.723069_TMY3,36030.2
902,NEW BERN CRAVEN CO REGL AP,723095,3A,11078.55,15020.2,USA,USA_NC_New.Bern-Craven.County.Rgnl.AP.723095_TMY3,26098.75
903,NEW RIVER MCAF,723096,3A,16743.92,15314.23,USA,USA_NC_New.River.MCAS.723096_TMY3,32058.15
904,PITT GREENVILLE ARP,723065,3A,18465.61,14259.77,USA,USA_NC_Pitt.Greenville.AP.723065_TMY3,32725.38
905,POPE AFB,723030,3A,21098.08,15313.37,USA,USA_NC_Fayetteville-Pope.AFB.723030_TMY3,36411.45
906,RALEIGH DURHAM INTERNATIONAL,723060,3A,19929.28,13815.33,USA,USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3,33744.61
907,RALEIGH DURHAM INTERNATIONAL,723060,3A,20875.53,11375.53,USA,USA_NC_Raleigh-Durham.Intl.AP.723060_TMY,32251.06
908,RALEIGH DURHAM INTERNATIONAL,723060,3A,20948.41,11881.88,USA,USA_NC_Raleigh-Durham.723060_TMY2,32830.29
909,SEYMOUR-JOHNSON AFB,723066,3A,22742.03,14731.59,USA,USA_NC_Goldsboro-Seymour.Johnson.AFB.723066_TMY3,37473.62
910,SOUTHERN PINES AWOS,723143,3A,20408.43,12585.26,USA,USA_NC_Southern.Pines-Moore.County.AP.723143_TMY3,32993.69
911,WILMINGTON INTERNATIONAL ARPT,723013,3A,11517.74,16041.68,USA,USA_NC_Wilmington.Intl.AP.723013_TMY3,27559.42
912,WILMINGTON INTERNATIONAL ARPT,723013,3A,13675.27,15806.94,USA,USA_NC_Wilmington.723013_TMY2,29482.21
913,WINSTON-SALEM REYNOLDS AP,723193,3A,16772.28,11483.29,USA,USA_NC_Winston.Salem-Smith.Reynolds.AP.723193_TMY3,28255.57
914,BISMARCK MUNICIPAL ARPT,727640,6A,91883.51,5905.35,USA,USA_ND_Bismarck.Muni.AP.727640_TMY,97788.86
915,BISMARCK MUNICIPAL ARPT,727640,6A,84885,6102.73,USA,USA_ND_Bismarck.Muni.AP.727640_TMY3,90987.73
916,BISMARCK MUNICIPAL ARPT,727640,6A,87097.31,5444.72,USA,USA_ND_Bismarck.727640_TMY2,92542.03
917,DEVILS LAKE(AWOS),727573,7,101337.1,4239.31,USA,USA_ND_Devils.Lake.AWOS.727573_TMY3,105576.41
918,DICKINSON MUNICIPAL AP,727645,6A,96582.68,5463.28,USA,USA_ND_Dickinson.Muni.AP.727645_TMY3,102045.96
919,FARGO HECTOR INTERNATIONAL AP,727530,6A,100444.35,5943.36,USA,USA_ND_Fargo-Hector.Intl.AP.727530_TMY,106387.71
920,FARGO HECTOR INTERNATIONAL AP,727530,6A,95784.68,5744.28,USA,USA_ND_Fargo.727530_TMY2,101528.96
921,FARGO HECTOR INTERNATIONAL AP,727530,6A,100638.44,5792.42,USA,USA_ND_Fargo-Hector.Intl.AP.727530_TMY3,106430.86
922,GRAND FORKS AFB,727575,7,87876.45,4526,USA,USA_ND_Grand.Forks.AFB.727575_TMY3,92402.45
923,GRAND FORKS INTERNATIONAL AP,727576,7,109179.16,6390.49,USA,USA_ND_Grand.Forks.Intl.AP.727576_TMY3,115569.65
924,JAMESTOWN MUNICIPAL ARPT,727535,6A,104981.43,5852.33,USA,USA_ND_Jamestown.Muni.AP.727535_TMY3,110833.76
925,MINOT AFB,727675,7,85710.06,4398.87,USA,USA_ND_Minot.AFB.727675_TMY3,90108.93
926,MINOT FAA AP,727676,7,96336.1,4879.07,USA,USA_ND_Minot.Intl.AP.727676_TMY,101215.17
927,MINOT FAA AP,727676,7,96437.06,4390.01,USA,USA_ND_Minot.727676_TMY2,100827.07
928,MINOT FAA AP,727676,7,94053.59,5199.59,USA,USA_ND_Minot.Intl.AP.727676_TMY3,99253.18
929,WILLISTON SLOULIN INTL AP,727670,6A,84010.34,5775.41,USA,USA_ND_Williston-Sloulin.Field.Intl.AP.727670_TMY3,89785.75
930,AKRON AKRON-CANTON REG AP,725210,5A,49259.41,6296.8,USA,USA_OH_Akron.725210_TMY2,55556.21
931,AKRON AKRON-CANTON REG AP,725210,5A,49192.98,6281.84,USA,USA_OH_Akron.Canton.Rgnl.AP.725210_TMY,55474.82
932,AKRON AKRON-CANTON REG AP,725210,5A,49666.32,6776.24,USA,USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3,56442.56
933,CINCINNATI MUNICIPAL AP LUNKI,724297,4A,33500.21,9368.95,USA,USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3,42869.16
934,CLEVELAND HOPKINS INTL AP,725240,5A,46790.15,6427.51,USA,USA_OH_Cleveland.725240_TMY2,53217.66
935,CLEVELAND HOPKINS INTL AP,725240,5A,48401.39,7631.78,USA,USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3,56033.17
936,COLUMBUS PORT COLUMBUS INTL A,724280,4A,40858.43,7320.79,USA,USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY,48179.22
937,COLUMBUS PORT COLUMBUS INTL A,724280,4A,41207.4,7602.72,USA,USA_OH_Columbus.724280_TMY2,48810.12
938,COLUMBUS PORT COLUMBUS INTL A,724280,4A,41986.44,7700.81,USA,USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3,49687.25
939,DAYTON INTERNATIONAL AIRPORT,724290,5A,47373.2,8602.69,USA,USA_OH_Dayton.Intl.AP.724290_TMY3,55975.89
940,FINDLAY AIRPORT,725366,5A,39924.05,6032.89,USA,USA_OH_Findlay.AP.725366_TMY3,45956.94
941,MANSFIELD LAHM MUNICIPAL ARPT,725246,5A,51319.57,7004.7,USA,USA_OH_Mansfield.725246_TMY2,58324.27
942,MANSFIELD LAHM MUNICIPAL ARPT,725246,5A,53822.41,6590.37,USA,USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3,60412.78
943,OHIO STATE UNIVERSI,724288,4A,37677.65,9979.97,USA,USA_OH_Ohio.State.University.AP.724288_TMY3,47657.62
944,TOLEDO EXPRESS AIRPORT,725360,5A,53088.75,6719.53,USA,USA_OH_Toledo.Express.AP.725360_TMY,59808.28
945,TOLEDO EXPRESS AIRPORT,725360,5A,57458.78,6766.83,USA,USA_OH_Toledo.725360_TMY2,64225.61
